OBJECTID,REPORT_TAKEN_DATE,YEAR,BLOCK_ADDRESS,DISTRICT,PSA,FIELD_CONTACT_TYPE,REASON_FOR_STOP,DATA_TYPE,RACE,ETHNICITY,SEX,AGE
2967,2/4/2014 22:27,2014,4700 BLOCK OF BELT RD NW,2D,202,Vehicle Stop,Moving Violation,Person,White,Not Hispanic Or Latino,Male,21
2968,2/4/2014 22:34,2014,400 BLOCK OF 14TH ST NE,1D,108,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,50
2969,2/4/2014 22:35,2014,400 BLOCK OF 14TH ST NE,1D,108,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,29
2970,2/5/2014 6:42,2014,4500 BLOCK OF WISCONSIN AVE NW,2D,202,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,43
2971,2/5/2014 18:26,2014,300 BLOCK OF ANACOSTIA RD SE,6D,603,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
2972,2/5/2014 18:29,2014,300 BLOCK OF ANACOSTIA RD SE,6D,603,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,Juvenile
2973,2/5/2014 18:32,2014,300 BLOCK OF ANACOSTIA RD SE,6D,603,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
2974,2/5/2014 18:35,2014,300 BLOCK OF ANACOSTIA RD SE,6D,603,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,
2975,2/5/2014 18:47,2014,4300 BLOCK OF MARTIN LUTHER KING JR AVE SW,7D,708,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,59
2976,2/5/2014 19:45,2014,4500 BLOCK OF MARTIN LUTHER KING JR AVE SW,7D,708,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,34
2977,2/5/2014 20:43,2014,5600 BLOCK OF 13TH ST NW,4D,403,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,37
2978,2/5/2014 20:45,2014,5600 BLOCK OF 13TH ST NW,4D,403,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,36
2979,2/5/2014 20:47,2014,5600 BLOCK OF 13TH ST NW,4D,403,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,54
2980,2/6/2014 6:52,2014,1300 BLK OF H ST NE,,,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,33
2981,2/6/2014 6:58,2014,1000 BLK OF H ST NE,,,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,29
2982,2/6/2014 7:08,2014,1000 BLK OF H ST NE,,,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,49
2983,2/6/2014 7:27,2014,600 BLOCK OF PENN AVE SE,1D,106,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,49
2984,2/6/2014 16:17,2014,INTERSECTION OF 7TH AND H,,,Pedestrian Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,21
2985,2/6/2014 19:41,2014,5000 BLOCK OF NEW HAMPSHIRE AVE NW,4D,407,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,22
2986,2/6/2014 23:36,2014,1100 BLOCK OF CONNECTICUT AVE NW,2D,207,Vehicle Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,26
2987,2/6/2014 23:54,2014,1800 BLOCK OF WISCONSIN AVE NW,2D,206,Vehicle Stop,Call For Service,Person,White,Unknown,Male,36
2988,2/7/2014 6:50,2014,1100 BLK OF H ST NE,,,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,45
2989,2/7/2014 7:00,2014,1000 BLOCK OF H ST NE,1D,108,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,35
2990,2/7/2014 7:10,2014,UNIT BLOCK OF & G ST NE,,,Vehicle Stop,Moving Violation,Person,White,Not Hispanic Or Latino,Male,46
2991,2/7/2014 7:21,2014,1500 BLK C ST NE,,,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,54
2992,2/7/2014 7:27,2014,1500 BLK OF INDEPENDENCE AVE SE,,,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,33
2993,2/7/2014 7:37,2014,1100 BLK OF G ST NE,,,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,24
2994,2/7/2014 7:56,2014,1200 BLK OF H ST NE,,,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,44
2995,2/7/2014 14:19,2014,UNIT BLOCK OF & INDEPENDENCE AVE SE,,,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,52
2996,2/7/2014 14:30,2014,800 AND H ST NE,,,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,30
2997,2/7/2014 20:14,2014,1500 BLOCK OF SHERIDAN RD SE,7D,703,Vehicle Stop,Moving Violation,Person,Black,Unknown,Female,Juvenile
2998,2/8/2014 1:48,2014,1200 BLOCK OF BLADENSBURG RD NE,5D,506,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,49
2999,2/8/2014 2:05,2014,1200 BLOCK OF H ST NE,1D,104,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,38
3000,2/8/2014 5:36,2014,18 AND WYOMING AVE NW,,,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,19
3001,2/8/2014 5:39,2014,18 AND WYOMING AVE NW,,,Pedestrian Stop,Suspicious Persons,Person,Unknown,Unknown,Male,
3002,2/8/2014 5:44,2014,18 AND COLUMBIA RD NW,,,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,52
3003,2/8/2014 15:54,2014,600 BLOCK OF DIVISION AVE NE,6D,602,Vehicle Stop,Suspicious Vehicles,Person,Black,Not Hispanic Or Latino,Male,19
3004,2/8/2014 19:56,2014,500 BLOCK OF 13TH ST SE,1D,107,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,25
3005,2/8/2014 21:51,2014,2600 BLOCK OF FIRTH STERLING AVE SE,7D,703,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,
3006,2/8/2014 23:19,2014,ALABAMA AVE SE / STANTON TER SE,7D,704,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,22
3007,2/9/2014 4:02,2014,5900 BLOCK OF UTAH AVE NW,2D,201,Bicycle Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,19
3008,2/9/2014 5:06,2014,4500 BLOCK OF SOUTH CAPITOL ST SE,7D,708,Vehicle Stop,Moving Violation,Person,White,Not Hispanic Or Latino,Female,28
3009,2/9/2014 5:47,2014,1300 BLOCK OF E ST NE,1D,108,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,29
3010,2/9/2014 5:54,2014,UNIT BLOCK OF NEW YORK AVE NE,5D,501,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,30
3011,2/9/2014 22:30,2014,3500 BLOCK OF MARTIN LUTHER KING JR AVE SE,7D,707,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,24
3012,2/9/2014 23:02,2014,2200 BLOCK OF ALABAMA AVE SE,7D,704,Pedestrian Stop,Special Investigation,Person,Black,Not Hispanic Or Latino,Male,25
3013,2/10/2014 1:23,2014,100 BLOCK OF RHODE ISLAND AVE NE,,,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,31
3014,2/10/2014 2:45,2014,1900 BLOCK OF 9TH ST NW,3D,305,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,27
3015,2/10/2014 20:31,2014,3000 BLOCK OF STANTON RD SE,7D,703,Vehicle Stop,Moving Violation,Person,Black,Unknown,Female,21
3016,2/10/2014 22:26,2014,ALABAMA AVE SE / SUITLAND PKWY SE,7D,702,Vehicle Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,32
3017,2/10/2014 22:26,2014,ALABAMA AVE SE / SUITLAND PKWY SE,7D,702,Vehicle Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,29
3018,2/11/2014 0:31,2014,1700 BLOCK OF GOOD HOPE RD SE,7D,701,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,53
3019,2/11/2014 5:00,2014,4400 BLOCK OF MARTIN LUTHER KING JR AVE SW,7D,708,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Female,47
3020,2/12/2014 16:46,2014,200 BLOCK OF 14TH ST SE,1D,108,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,66
3021,2/13/2014 15:29,2014,2000 BLOCK OF 17TH ST SE,,,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,49
3022,2/13/2014 15:43,2014,3000 BLOCK OF MARTIN LUTHER KING JR AVE SE,7D,705,Pedestrian Stop,Suspicious Vehicles,Person,Black,Not Hispanic Or Latino,Male,Juvenile
3023,2/13/2014 15:47,2014,3000 BLOCK OF MARTIN LUTHER KING JR AVE SE,7D,705,Vehicle Stop,Suspicious Vehicles,Person,Black,Not Hispanic Or Latino,Male,Juvenile
3024,2/13/2014 18:10,2014,3000 BLOCK OF MARTIN LUTHER KING JR AVE SE,7D,705,Vehicle Stop,Suspicious Vehicles,Person,Black,Not Hispanic Or Latino,Male,Juvenile
3025,2/13/2014 18:10,2014,3000 BLOCK OF MARTIN LUTHER KING JR AVE SE,7D,705,Vehicle Stop,Suspicious Vehicles,Person,Black,Unknown,Male,Juvenile
3026,2/13/2014 19:39,2014,1700 BLOCK OF 17TH ST NW,3D,301,Vehicle Stop,Moving Violation,Person,Asian,Unknown,Male,22
3027,2/13/2014 20:51,2014,3500 BLOCK OF GEORGIA AVE NW,4D,409,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,48
3028,2/14/2014 2:03,2014,3500 BLOCK OF 19TH ST SE,7D,704,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,64
3029,2/14/2014 2:03,2014,3500 BLOCK OF 19TH ST SE,7D,704,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,24
3030,2/14/2014 20:39,2014,300 BLOCK OF 37TH ST SE,6D,603,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,23
3031,2/14/2014 20:40,2014,300 BLOCK OF 37TH ST SE,6D,603,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,33
3032,2/14/2014 20:56,2014,1400 BLOCK OF NORTH CAPITOL STREET NE,,,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,22
3033,2/14/2014 20:58,2014,UNIT M ST NW,,,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,29
3034,2/14/2014 21:07,2014,1400 BLOCK OF NORTH CAPITOL ST NW,5D,501,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,21
3035,2/14/2014 21:23,2014,3500 BLOCK OF EAST CAPITOL ST NE,6D,603,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,18
3036,2/14/2014 23:09,2014,800 BLOCK OF 4TH ST NW,1D,102,Vehicle Stop,Moving Violation,Person,Unknown,Not Hispanic Or Latino,Male,41
3037,2/15/2014 0:42,2014,1400 BLOCK OF NORTH CAPITOL ST NW,5D,501,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,22
3038,2/15/2014 0:53,2014,UNIT PATTERSON ST NE,,,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,24
3039,2/15/2014 1:08,2014,UNIT PATTERSON ST NE,,,Vehicle Stop,Moving Violation,Person,Black,Unknown,Female,23
3040,2/15/2014 1:49,2014,700 BLOCK OF ALABAMA AVE SE,7D,705,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,25
3041,2/15/2014 1:49,2014,700 BLOCK OF ALABAMA AVE SE,7D,705,Pedestrian Stop,Call For Service,Person,Black,Unknown,Female,25
3042,2/15/2014 1:49,2014,700 BLOCK OF ALABAMA AVE SE,7D,705,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,25
3043,2/15/2014 4:47,2014,Multiple/Unknown Address,,,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,18
3044,2/15/2014 4:47,2014,Multiple/Unknown Address,,,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,Juvenile
3045,2/15/2014 5:21,2014,Multiple/Unknown Address,,,Pedestrian Stop,Call For Service,Person,Unknown,Hispanic Or Latino,Male,23
3046,2/15/2014 5:21,2014,Multiple/Unknown Address,,,Pedestrian Stop,Call For Service,Person,Unknown,Unknown,Unknown,
3047,2/15/2014 5:21,2014,Multiple/Unknown Address,,,Pedestrian Stop,Call For Service,Person,Unknown,Unknown,Unknown,
3048,2/15/2014 6:47,2014,Multiple/Unknown Address,,,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,21
3049,2/15/2014 16:42,2014,UNIT BLOCK OF ELMIRA ST SE,7D,708,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Female,31
3050,2/15/2014 16:45,2014,UNIT BLOCK OF ELMIRA ST SE,7D,708,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,28
3051,2/15/2014 18:19,2014,UNIT BLOCK OF @ COLORADO AVE NW,,,Vehicle Stop,Moving Violation,Person,Unknown,Hispanic Or Latino,Male,22
3052,2/15/2014 18:43,2014,1000 BLOCK OF NORTH CAPITOL ST NE,1D,103,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,60
3053,2/15/2014 19:23,2014,3000 BLOCK OF NAYLOR RD SE,7D,702,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,24
3054,2/15/2014 19:36,2014,300 BLOCK OF 37TH PL SE,6D,603,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,41
3055,2/15/2014 20:34,2014,300 BLOCK OF 37TH PL SE,6D,603,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,27
3056,2/15/2014 20:36,2014,3400 BLOCK OF ELY PL SE,6D,603,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,Juvenile
3057,2/15/2014 20:38,2014,3400 BLOCK OF D ST SE,6D,603,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,Juvenile
3058,2/15/2014 22:50,2014,UNIT BLOCK OF NEW YORK AVE NE,,,Vehicle Stop,Moving Violation,Person,Unknown,Unknown,Male,20
3059,2/15/2014 23:05,2014,1400 BLOCK OF NORTH CAPITOL ST NE,5D,501,Vehicle Stop,Moving Violation,Person,White,Not Hispanic Or Latino,Male,45
3060,2/15/2014 23:36,2014,1200 BLOCK OF NORTH CAPITOL ST NE,1D,103,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,27
3061,2/16/2014 1:00,2014,200 BLOCK OF K ST NE,1D,104,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,27
3062,2/16/2014 1:12,2014,200 BLOCK OF K ST NE,1D,104,Vehicle Stop,Suspicious Activity,Person,Black,Unknown,Male,34
3063,2/16/2014 5:35,2014,200 BLOCK OF VALLEY AVE SE,7D,708,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,28
3064,2/16/2014 6:26,2014,1600 BLOCK OF W ST SE,7D,701,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,40
3065,2/17/2014 18:04,2014,1800 BLOCK OF BENNING RD NE,5D,507,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Female,28
3066,2/17/2014 22:35,2014,5800 BLOCK OF POTOMAC AVE NW,2D,205,Vehicle Stop,Call For Service,Person,White,Not Hispanic Or Latino,Male,55
3067,2/18/2014 0:49,2014,3000 BLOCK OF MARTIN LUTHER KING JR AVE SE,7D,705,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,54
3068,2/18/2014 20:05,2014,BENNING RD NE / BLADENSBURG RD NE,5D,506,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,51
3069,2/18/2014 22:23,2014,1900 BLOCK OF GOOD HOPE RD SE,7D,704,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,Juvenile
3070,2/18/2014 22:24,2014,1300 BLOCK OF GOOD HOPE RD SE,7D,701,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,41
3071,2/18/2014 22:36,2014,Multiple/Unknown Address,,,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,19
3072,2/19/2014 0:26,2014,2700 BLOCK OF LANGSTON PL SE,7D,702,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,29
3073,2/19/2014 0:38,2014,2700 BLOCK OF LANGSTON PL SE,7D,702,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,21
3074,2/19/2014 15:23,2014,1300 BLOCK OF CONNECTICUT AVE NW,2D,208,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,47
3075,2/19/2014 19:07,2014,3200 BLOCK OF GEORGIA AVE NW,3D,302,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,53
3076,2/19/2014 19:23,2014,7TH ST NW / T ST NW,3D,305,Pedestrian Stop,Moving Violation,Person,Black,Unknown,Male,53
3077,2/19/2014 23:37,2014,400 BLOCK OF 7TH ST SE,1D,107,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,
3078,2/19/2014 23:42,2014,1600 BLOCK OF POTOMAC AVE SE,1D,108,Vehicle Stop,Moving Violation,Person,Unknown,Not Hispanic Or Latino,Male,36
3079,2/19/2014 23:47,2014,1200 BLOCK OF E ST SE,1D,107,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,27
3080,2/20/2014 0:27,2014,UNIT BLOCK OF PENNSYLVANIA AVE SE,,,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,37
3081,2/20/2014 3:50,2014,3200 BLOCK OF SOUTH 28TH ST.,,,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Female,35
3082,2/20/2014 3:52,2014,600 BLOCK OF COMMERCIAL AVENUE,,,Vehicle Stop,Equipment Violation,Person,White,Not Hispanic Or Latino,Male,37
3083,2/20/2014 3:55,2014,300 BLOCK OF EASTERN AVE NE,6D,608,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,56
3084,2/20/2014 23:33,2014,UNIT BLOCK OF NEW YORK AVE NW,1D,103,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,22
3085,2/20/2014 23:41,2014,1100 BLOCK OF 1ST TER NW,1D,103,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,23
3086,2/21/2014 1:46,2014,300 BLOCK OF 15TH ST SE,1D,108,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,25
3087,2/21/2014 1:54,2014,1700 BLOCK OF PENNSYLVANIA AVE NW,2D,207,Vehicle Stop,Moving Violation,Person,Unknown,Unknown,Male,34
3088,2/21/2014 3:53,2014,4300 BLOCK OF 3RD ST SE,7D,708,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,23
3089,2/21/2014 3:58,2014,4300 BLOCK OF 3RD ST SE,7D,708,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,21
3090,2/21/2014 16:45,2014,1100 BLOCK OF EATON RD SE,7D,703,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,18
3091,2/21/2014 16:45,2014,1100 BLOCK OF EATON RD SE,7D,703,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,20
3092,2/21/2014 16:47,2014,1200 BLOCK OF SUMNER RD SE,7D,703,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,Juvenile
3093,2/21/2014 16:50,2014,1200 BLOCK OF EATON RD SE,7D,703,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Female,31
3094,2/21/2014 16:52,2014,1200 BLOCK OF EATON RD SE,7D,703,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Female,Juvenile
3095,2/21/2014 17:35,2014,2300 BLOCK OF 11TH ST NW,3D,304,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,Juvenile
3096,2/21/2014 21:28,2014,300 BLOCK OF RIDGE RD SE,6D,603,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,53
3097,2/22/2014 0:14,2014,300 BLOCK OF K ST NW,1D,103,Vehicle Stop,Moving Violation,Person,Black,Unknown,Female,28
3098,2/22/2014 0:18,2014,1100 BLOCK OF NORTH CAPITOL ST,1D,103,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,41
3099,2/22/2014 0:24,2014,UNIT BLOCK OF K ST NW,1D,103,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,23
3100,2/22/2014 0:28,2014,UNIT BLOCK OF K ST NW,1D,103,Vehicle Stop,Moving Violation,Person,White,Not Hispanic Or Latino,Male,31
3101,2/22/2014 2:22,2014,2100 BLOCK OF QUEENS CHAPEL RD NE,5D,503,Pedestrian Stop,Suspicious Activity,Person,White,Not Hispanic Or Latino,Male,21
3102,2/22/2014 21:10,2014,1600 BLOCK OF INDEPENDENCE AVE SE,1D,107,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,28
3103,2/22/2014 21:14,2014,1600 BLOCK OF INDEPENDENCE AVE SE,1D,107,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,25
3104,2/22/2014 21:18,2014,1600 BLOCK OF INDEPENDENCE AVE SE,1D,107,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,25
3105,2/22/2014 21:29,2014,1600 BLOCK OF INDEPENDENCE AVE SE,1D,107,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,24
3106,2/23/2014 0:23,2014,600 BLOCK OF 1ST ST NE,1D,103,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,46
3107,2/23/2014 2:00,2014,3100 BLOCK OF MARTIN LUTHER KING JR AVE SE,7D,705,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,33
3108,2/23/2014 21:55,2014,1100 BLOCK OF NORTH CAPITOL ST,1D,103,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,34
3109,2/24/2014 1:05,2014,1100 BLOCK OF NORTH CAPITOL ST,1D,103,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,47
3110,2/24/2014 1:11,2014,UNIT BLOCK OF NEW YORK AVE NW,,,Vehicle Stop,Moving Violation,Person,White,Unknown,Male,30
3111,2/24/2014 12:15,2014,3400 BLOCK OF 14TH ST NW,4D,409,Pedestrian Stop,Call For Service,Person,Unknown,Hispanic Or Latino,Male,32
3112,2/24/2014 19:58,2014,800 BLOCK OF FIRST STREET NW,,,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,54
3113,2/24/2014 21:15,2014,8TH ST NE / H ST NE,1D,104,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,57
3114,2/24/2014 22:00,2014,H ST NE,1D,104,Pedestrian Stop,Community Policing,Person,Black,Unknown,Female,20
3115,2/25/2014 0:51,2014,300 BLOCK OF K ST NW,1D,103,Vehicle Stop,Moving Violation,Person,Unknown,Hispanic Or Latino,Male,34
3116,2/25/2014 0:58,2014,UNIT BLOCK OF K ST NW,1D,103,Vehicle Stop,Moving Violation,Person,Black,Unknown,Female,24
3117,2/25/2014 1:03,2014,1000 BLOCK OF 1ST ST NW,1D,103,Vehicle Stop,Moving Violation,Person,White,Unknown,Male,27
3118,2/25/2014 1:07,2014,1100 BLOCK OF NORTH CAPITOL ST,1D,103,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,29
3119,2/25/2014 1:10,2014,500 BLOCK OF K ST NE,1D,104,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,46
3120,2/25/2014 1:37,2014,2300 BLOCK OF 14TH ST NE,,,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,52
3121,2/25/2014 2:30,2014,2200 BLOCK OF ADAMS PL NE,5D,505,Pedestrian Stop,Call For Service,Person,White,Not Hispanic Or Latino,Male,23
3122,2/25/2014 23:09,2014,3300 BLOCK OF 14TH PL SE,7D,705,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,26
3123,12/28/2013 23:16,2013,500 BLOCK OF 49TH ST NE,6D,602,Vehicle Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Female,26
3124,12/28/2013 23:22,2013,500 BLOCK OF 49TH ST NE,6D,602,Vehicle Stop,Community Policing,Person,Black,Unknown,Male,24
3125,12/28/2013 23:24,2013,1500 BLOCK OF CHURCH ST NW,2D,208,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,54
3126,12/29/2013 5:24,2013,1400 BLOCK OF HOWARD RD SE,7D,703,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,38
3127,12/29/2013 5:26,2013,1400 BLOCK OF HOWARD RD SE,7D,703,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,39
3128,12/29/2013 5:32,2013,1300 BLOCK OF SARATOGA AVE NE,5D,505,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,36
3129,12/29/2013 21:09,2013,3300 BLOCK OF C ST SE,6D,603,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Male,Juvenile
3130,12/29/2013 21:13,2013,6200 BLOCK OF DIX ST NE,6D,608,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,Juvenile
3131,12/29/2013 21:15,2013,6200 BLOCK OF DIX ST NE,6D,608,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,Juvenile
3132,12/29/2013 22:03,2013,2300 BLOCK OF WASHINGTON PL NE,5D,505,Pedestrian Stop,Suspicious Activity,Person,Unknown,Hispanic Or Latino,Female,23
3133,12/29/2013 22:03,2013,2300 BLOCK OF WASHINGTON PL NE,5D,505,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,26
3134,12/29/2013 22:03,2013,2300 BLOCK OF WASHINGTON PL NE,5D,505,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,26
3135,12/30/2013 2:53,2013,2000 BLOCK OF SAVANNAH TER SE,7D,704,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,43
3136,12/30/2013 3:57,2013,3700 BLOCK OF JAY ST NE,6D,601,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,19
3137,12/30/2013 17:20,2013,6200 BLOCK OF DIX ST NE,6D,608,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
